y_true,p_raw,p_calibrated,p_mc_calibrated_mean,mc_std,predictive_entropy,raw_prediction,calibrated_prediction
1,0.99989223,0.9999504127827822,0.9974751584483001,0.004160686146540234,0.025426325066606924,1,1
1,0.98999363,0.9932059447772297,0.8550703300732966,0.1525820601556901,0.597004980518187,1,1
1,0.99679995,0.9980329538336242,0.9764002095216423,0.04394239486076268,0.16120115382505,1,1
0,0.44243065,0.43758770539977765,0.2350484818925923,0.15596680933953116,0.786708655457478,1,1
1,0.99932194,0.9996351035706673,0.987552489970642,0.01600764987956605,0.09661355956410715,1,1
0,0.047218725,0.03697246027961628,0.07169596721884244,0.08529580432778223,0.372221031919522,0,0
0,0.47559765,0.4735277984369162,0.2981345333111072,0.1682142920095769,0.8789985990293903,1,1
1,0.9999998,0.9999999522440163,0.999992661472114,1.8027948713483992e-05,0.00013575372211108681,1,1
1,0.9998749,0.9999416963593972,0.9981757253777566,0.002966909242141525,0.019227562019145876,1,1
1,0.99999636,0.9999987456988703,0.9996952164887081,0.000768406945591774,0.003999491967759081,1,1
0,0.0032580718,0.0020058179672931215,0.007476888527223021,0.017175091988548944,0.06355829562465024,0,0
1,0.99153113,0.9943339149302574,0.9264643036267324,0.11574922890076679,0.37898175953853197,1,1
1,0.9997185,0.9998594380927517,0.9962751439405311,0.005513455521522329,0.03541818268397008,1,1
1,0.99999404,0.9999978555586596,0.9998215785618018,0.0006484473801585691,0.002479164052529891,1,1
1,0.9999632,0.9999845559164136,0.9986408795650064,0.003020958823403266,0.014902517968840796,1,1
1,0.9999783,0.9999912883702259,0.9996256439910369,0.0008164786091124018,0.004801387759865899,1,1
1,0.9158735,0.9302436695621839,0.5856552423831709,0.26466819720279794,0.9787256308034102,1,1
1,0.99997175,0.9999883982683281,0.9994914765802502,0.001146891628889724,0.006297414856497218,1,1
1,0.9997596,0.9998815759870084,0.9978100793827785,0.0038078479297058506,0.022503667848669667,1,1
1,0.9999988,0.9999996259341322,0.9999522955117037,9.676932801842482e-05,0.0007536439065832407,1,1
0,0.9947799,0.9966522657990867,0.9555647734432539,0.05183134571629224,0.2622704173595851,1,1
1,0.9999788,0.9999914959115435,0.999347026059584,0.0009029691628590936,0.007850647492877666,1,1
0,0.72113556,0.7370778802138964,0.30783059604978713,0.20741238100272202,0.8906533624727255,1,1
0,0.0015031189,0.0008658495574381607,0.003641309701928297,0.006432833816699302,0.034743163373342434,0,0
1,0.99995136,0.9999790836126444,0.9983831887122087,0.005769588590164171,0.017322776629323283,1,1
0,0.75716925,0.7744929155401111,0.6679377804772951,0.2476380129526473,0.9170194721371949,1,1
0,0.33833438,0.32569521879501107,0.35369399014334485,0.2554527343194425,0.9373239046792794,0,0
1,0.99897665,0.9994295885683778,0.9905128711676574,0.015391479541249304,0.07737363134528293,1,1
1,0.9998154,0.9999110811555698,0.9973470946552275,0.008408265604545214,0.02652637603746405,1,1
1,0.99999815,0.9999993981984172,0.9998982288483305,0.0003490202550396753,0.0014965453284042527,1,1
0,0.5992554,0.6074376415245843,0.622166420642652,0.2180127537809639,0.9564975663591254,1,1
1,0.99867487,0.9992448715572476,0.9897838536261584,0.018669157685055813,0.08222266718664038,1,1
0,0.02498709,0.018425078706221752,0.03130410004377666,0.03371415578866212,0.2008902768495241,0,0
1,0.9856477,0.9899370121856322,0.9198371906215956,0.10621738118838137,0.4027525995029781,1,1
1,0.99999994,0.9999999745798132,0.9999624861502769,0.00014560728609149556,0.0006056567946570693,1,1
1,0.99998987,0.9999961862992819,0.9995510903250849,0.0012009895232222914,0.005639947791251621,1,1
0,0.02572321,0.01901881307462478,0.011243186935199389,0.014436564051811648,0.08892640611748101,0,0
1,0.99035645,0.9934736375014349,0.9391993692265517,0.0850608132266042,0.33061495966484666,1,1
1,0.86170113,0.8792080059361952,0.7882283111181523,0.20510344954702686,0.7448556381742876,1,1
1,0.99511266,0.9968835802476617,0.9574106854935289,0.07418794396049677,0.2540406764877952,1,1
1,0.99999964,0.9999998986934053,0.9999856174058166,4.955835400162228e-05,0.0002520981284335647,1,1
1,0.99916726,0.9995439380966827,0.9777383577893604,0.03620614577959253,0.15395733950157747,1,1
1,0.9999961,0.9999986562165014,0.9999053695062894,0.00025403229708294446,0.0014014740253079387,1,1
0,0.008629474,0.0057830994163543354,0.01997366812943525,0.026638374448390116,0.1412926711996598,0,0
1,0.99979484,0.9999002836846065,0.9979413401567335,0.0030225269634881224,0.021338601811665817,1,1
0,0.9336108,0.9462497063109331,0.7366999142994447,0.2140537955161483,0.8316855270766863,1,1
1,0.9999463,0.9999767094625881,0.9992941972686472,0.0013042760839028019,0.008406557415352713,1,1
1,0.99126,0.9941362536995154,0.9494305409906209,0.07497052090632804,0.28881107066546835,1,1
1,0.9997169,0.9998585659253608,0.9977299510357862,0.003490288024037044,0.023209246602144636,1,1
1,0.9999983,0.9999994402057709,0.9999312686403741,0.00024793775345776183,0.0010496184106780365,1,1
1,0.99977225,0.9998883155244437,0.9969655823787731,0.005656837095567689,0.029752066004815777,1,1
0,0.82370335,0.8419278303933356,0.4843546498519504,0.22965609459634984,0.9992936076272971,1,1
0,0.918873,0.9329789901990999,0.8027848368553149,0.20543951724494006,0.7163233343003351,1,1
1,0.9999434,0.9999753320298564,0.9993218855603573,0.0014662692738594103,0.008115937663477228,1,1
1,0.99998736,0.9999951540132601,0.9996794810899873,0.001368767456618236,0.004182697003272119,1,1
1,0.99999934,0.9999998044543978,0.9999593738258638,0.00012806170891527073,0.0006512333747368317,1,1
1,0.99977416,0.9998893300904487,0.9975303151692693,0.0039255206828367264,0.024949668492129567,1,1
1,0.9960983,0.9975601925282415,0.9745187422234978,0.039376113283409654,0.1711977606833917,1,1
0,0.21917847,0.20126335959407432,0.1321678377425598,0.14264532127122798,0.5633536553751254,0,0
1,0.9999954,0.9999983850499677,0.9998704951930667,0.0003936412781752067,0.0018593404459311168,1,1
1,0.99996316,0.9999845287560444,0.9994441948763668,0.0012499554667028826,0.006811629276512532,1,1
1,0.9999996,0.9999998802506141,0.9999323595007092,0.0003301240654932509,0.0010345208126358628,1,1
0,0.05778298,0.04614376642129005,0.09877458401088501,0.11152286326033198,0.46509903719693035,0,0
0,0.03402585,0.02582262184711864,0.05310958325338319,0.0579677120213238,0.29946219489067943,0,0
1,0.99999714,0.9999990329073072,0.9998614915615149,0.00034437287154850667,0.001975176543288871,1,1
1,0.9999993,0.9999997850944178,0.9999229371006642,0.00020549253089027157,0.0011641309190439165,1,1
0,0.0006923944,0.00037327463402732163,0.0009207688578306506,0.0013300668077449974,0.010613614214358668,0,0
0,0.0051600193,0.0033058616222195274,0.0063033465579620486,0.009386290199940937,0.05514044561661817,0,0
1,0.9999485,0.9999777453690044,0.9985373836865727,0.0036395184223163403,0.015882363914274306,1,1
0,0.99877906,0.999309102201466,0.9841185873188116,0.020978092434700973,0.11764465864783384,1,1
0,0.008337112,0.005570241960624493,0.008690203867617246,0.010370414530062348,0.07197924152317782,0,0
1,0.9999934,0.9999975984665332,0.9997895646412884,0.0005421556996012468,0.002873890121146686,1,1
1,0.9914227,0.9942549441728804,0.9581155632482734,0.048749853498501014,0.2508665340155006,1,1
1,0.9993961,0.999678200597463,0.9940904454610301,0.011666621566801856,0.05224730938664464,1,1
1,0.99999976,0.9999999347496034,0.9999715548103373,0.00011819059721810118,0.0004706009240689291,1,1
1,0.9999944,0.9999979947964258,0.99904217437003,0.001831961582804196,0.010986215182235502,1,1
1,0.99980325,0.9999047082612348,0.9986581161476868,0.002498283641310634,0.014738247329507851,1,1
1,0.99996203,0.999984012005272,0.9991702754653788,0.0021310679379223625,0.009688839661578633,1,1
0,0.004067214,0.0025524589326707922,0.003069488161185166,0.005185569018647169,0.03004496287140414,0,0
1,0.99977577,0.9998901855630602,0.9969625650563885,0.004324855586370317,0.029777288590168552,1,1
0,0.009161591,0.00617217751870439,0.012601512829773384,0.016698067962285266,0.09758392008952677,0,0
0,0.609753,0.6187382194683433,0.24057479869444662,0.21407976392849115,0.7959948435896034,1,1
1,0.999339,0.999645049159798,0.9964416333727343,0.006624195855485152,0.03407027264181538,1,1
0,0.9997651,0.999884504496083,0.9971750323921498,0.006257819635657289,0.02799035901152499,1,1
1,0.9938469,0.9959969573465429,0.8888532522338934,0.1350432353536744,0.5033652354660826,1,1
0,0.02104744,0.015277463946011241,0.06822464719959352,0.0604413245342053,0.35926318112878497,0,0
1,0.9993779,0.9996676740553571,0.9852850755902277,0.02232875604136099,0.11063569062365254,1,1
1,0.9941008,0.9961762383168155,0.9720910815886553,0.0282510215158086,0.18379426706349777,1,1
0,0.006565538,0.004295643987765822,0.008506997629550992,0.015115013397600066,0.0707244160388604,0,0
0,0.001685194,0.0009802903461387062,0.003206200100716515,0.005552760346155491,0.03118125654946076,0,0
0,0.5196949,0.5213665317547768,0.39116684938160673,0.2621163874418136,0.9655484304891057,1,1
0,0.86631024,0.8836558206376274,0.6312796028161343,0.24967972000800182,0.9496845102226784,1,1
1,0.99976254,0.9998831364533386,0.9971392024735621,0.0059514894993838345,0.028293277041441908,1,1
0,0.9981818,0.9989354381111828,0.9869155720915789,0.020977594502793764,0.10060905166356594,1,1
1,0.73355037,0.7500287504040698,0.6549443028086924,0.20600932553989532,0.9295746905280319,1,1
0,0.0012957038,0.0007369418159843687,0.0019258212222381626,0.0029713812091532606,0.02014720108209744,0,0
1,0.999964,0.999984908658631,0.9989477729265507,0.002173713521777013,0.011926229920789788,1,1
0,0.0035345338,0.0021913846895545,0.00654727625963624,0.011987995923865827,0.0569144987404409,0,0
0,0.00025578905,0.0001266803190905957,0.0003800204225344347,0.0006839226439206275,0.0048658028879208295,0,0
0,0.83299005,0.851133567277219,0.4416615966901039,0.24034692849412098,0.9901575489214258,1,1
1,0.9999732,0.9999890342315376,0.9991625989932905,0.0014054664439573819,0.009767348657741402,1,1
1,0.99999917,0.9999997459710029,0.9999361532929547,0.00015352034334472795,0.0009818140541116497,1,1
1,0.993483,0.9957388836519394,0.9197038583793129,0.10403346851338216,0.40322180497802784,1,1
0,0.093169056,0.0780671356136663,0.20425035876046646,0.1564054551743043,0.7303477930915394,0,0
0,0.5778037,0.5842939042955008,0.18033552614235948,0.13910104287405997,0.680810501856382,1,1
0,0.06926464,0.056316274230858554,0.05574108462729606,0.06342743179958218,0.3103012996103809,0,0
1,0.9493934,0.9601077797433504,0.8443815858919771,0.19699420523979289,0.6237235973776181,1,1
0,0.8332471,0.8513875784949585,0.6629712811467904,0.19231042036424098,0.9219469729620571,1,1
1,0.99997365,0.9999892455867061,0.9994495226134164,0.001235031394895195,0.006753987041431637,1,1
0,0.014353603,0.010063966922229736,0.01927884858865281,0.027657561391284433,0.13737211713065997,0,0
1,0.9999304,0.9999691340301534,0.9984352836821176,0.004862726683147675,0.01683861471513376,1,1
0,0.46722275,0.46444655110430094,0.39057539187386664,0.23805998268502224,0.9651698653959104,1,1
1,0.70773023,0.7230288898914496,0.5084263386385564,0.20948149283723272,0.9997951184216196,1,1
1,0.9981135,0.9988919427453139,0.9887158082602194,0.012880939069207165,0.08919112638063564,1,1
1,0.9999783,0.9999912883702259,0.9997030930387535,0.0007455408989467381,0.00390734973826755,1,1
1,0.99996173,0.9999838757986645,0.9992140401489586,0.003984608639767002,0.009239260410938576,1,1
1,0.9503362,0.960922444928603,0.8158987807257334,0.14831086797562879,0.6889672628758408,1,1
1,0.9973563,0.9984014752195719,0.9815440713234714,0.026596579404612963,0.13268098332617348,1,1
1,0.9999955,0.9999984305106292,0.9998822570024123,0.0002620861696019494,0.0017066472160464478,1,1
1,0.99809456,0.9988798489717801,0.9900844321517824,0.02197941164656531,0.08023288417064087,1,1
1,0.9999999,0.9999999692409262,0.9999480201934304,0.00021032227451789893,0.0008147495123770754,1,1
0,0.0027392667,0.0016613802157213605,0.013807674214979661,0.01792144160529794,0.10509123860641051,0,0
1,0.99961764,0.9998040390096797,0.9944455316930915,0.011392009560128735,0.04960593646061903,1,1
0,0.4235234,0.4171398265762225,0.158861516513501,0.1331479813687988,0.631578970725808,1,1
0,0.5196409,0.5213079572386747,0.39062925214184824,0.2030930401205638,0.9652044266399917,1,1
0,0.00684535,0.004495102018732427,0.0070476396882009455,0.010310791187799406,0.06051274958107013,0,0
1,0.9311748,0.9440766500267094,0.7860795432508582,0.16844076094443805,0.7489100214601155,1,1
0,0.26638934,0.24990850398289866,0.18382516668809384,0.16184813711080162,0.6883739659065077,0,0
1,0.98564905,0.9899380595943265,0.9083370876543819,0.13244418473058128,0.4419961799856843,1,1
1,0.99974585,0.9998741980196211,0.9972043001026288,0.004884940040855749,0.027742432553080627,1,1
1,0.999986,0.9999945810430847,0.9995677696393712,0.000982797403745814,0.005454010273573155,1,1
1,0.99999654,0.9999988124857786,0.9999303580245104,0.00021113363080759945,0.0010622022632178567,1,1
1,0.9907189,0.9937401528426069,0.9338663439923834,0.06722500783888295,0.3513266724819165,1,1
1,0.9999454,0.9999762884602916,0.9990995981785652,0.001933689024341069,0.010407914602602306,1,1
1,0.999991,0.999996646483118,0.9997835783924363,0.0004983525635210061,0.0029468846378070427,1,1
1,0.99981326,0.9999099590587105,0.9972485480578658,0.007852834867420994,0.027366765404959397,1,1
0,0.9894337,0.9927910874670204,0.9041334460498538,0.1001634394995991,0.4557542276323352,1,1
1,0.99982244,0.9999147512914915,0.9976406437507748,0.004059412038931344,0.02399083749433901,1,1
1,0.99999875,0.9999996055990522,0.9999550399444491,0.0001150116213312738,0.000714130202901955,1,1
1,0.9999563,0.9999813816786286,0.9984313543256789,0.0032890733287675986,0.016875219857839057,1,1
1,0.99978894,0.9998971677882627,0.9977965998137822,0.0074013526132475785,0.0226226560763969,1,1
0,0.838484,0.8565521216754888,0.4828245176769594,0.23645944218298132,0.9991486505484919,1,1
0,0.02019589,0.014604207826275832,0.021631494021840794,0.024455478550421732,0.1505054535375931,0,0
0,0.0016800571,0.0009770464381054975,0.003166734253666733,0.00484437012142907,0.030854115016174327,0,0
1,0.99999684,0.9999989231389422,0.9999129591493997,0.00020645457138319075,0.0012995703893804115,1,1
1,0.9999952,0.9999982938295757,0.9998356123859942,0.0004423889225246236,0.002303594413672902,1,1
0,0.0075683035,0.005013769550917479,0.01600154543598855,0.0222759353723343,0.1183591950746287,0,0
1,0.9969946,0.9981625918945397,0.8444147274356375,0.18618073985718037,0.6236427298807287,1,1
1,0.999679,0.9998379364053012,0.9959840956360034,0.006904017287120243,0.037748913351563204,1,1
1,0.99100226,0.9939478534731773,0.8808273101501741,0.13158342866659806,0.5269781031131877,1,1
1,0.9857381,0.99000607561411,0.7674460758922749,0.21673935248078055,0.7824368684048084,1,1
1,0.99760693,0.9985653750693214,0.9917154466371049,0.010426257087929871,0.06919310988191492,1,1
1,0.9999595,0.999982865107228,0.9990295419662025,0.0020633737536146592,0.011112755053631058,1,1
1,0.99964845,0.9998211167212924,0.9960517631068224,0.006263054175307673,0.037209838655425466,1,1
0,0.08081729,0.06673921799142789,0.054560961922917504,0.06111439371128508,0.3054643877744143,0,0
1,0.99973017,0.9998657565004907,0.9973080994515441,0.005511734777587758,0.026859543216030266,1,1
1,0.9999997,0.9999999168756875,0.9999769306995087,6.629459430930764e-05,0.00038863338610441845,1,1
0,0.03463579,0.026329563465385824,0.03405651446051413,0.04264302817094747,0.21434387335067542,0,0
1,0.95594096,0.9657310660628081,0.7177352656678615,0.2037810426531417,0.8585183476672347,1,1
0,0.23778781,0.22031555209715847,0.24899688729273808,0.19080678088355746,0.8096843537998899,0,0
1,0.9781568,0.9840910229674885,0.9071342828385955,0.1104509674312543,0.44596355675754196,1,1
0,0.03259801,0.02463948016919027,0.039609348748050104,0.059622799439552863,0.2404981919908757,0,0
1,0.99999213,0.9999971017597765,0.999762077813388,0.0004364017418812508,0.003207130636315105,1,1
0,0.002899131,0.0017669545979330814,0.004560497110569617,0.006576517919211676,0.04202951181002911,0,0
1,0.99841994,0.9990859285183503,0.9925748349565273,0.009898963345585451,0.06319325413165704,1,1
1,0.9998709,0.9999396743160969,0.9971428781204158,0.005787268991346364,0.02826223192683745,1,1
1,0.9976615,0.9986008472835992,0.9837114357630813,0.02094587714784683,0.12006101575840679,1,1
1,0.999894,0.9999513049147223,0.9992363086339752,0.0013275496470932212,0.009009165229639975,1,1
1,0.9717754,0.9789514430269112,0.9063213860565247,0.10422418649147759,0.44863079756340535,1,1
0,0.7179238,0.7337178850537008,0.7000928632756558,0.24376956634198071,0.8811773542426408,1,1
0,0.65765214,0.670030775090748,0.20965366654737735,0.20291995449179903,0.7408202144882388,1,1
1,0.9999952,0.9999982938295757,0.9998733576383249,0.0003620570525511956,0.001822327355127208,1,1
1,0.99999905,0.9999997063681817,0.9999743265663272,7.742935551744184e-05,0.00042854200066783657,1,1
0,0.0066571296,0.004360851115598962,0.008900006178450388,0.014104008589534355,0.07340933230940963,0,0
1,0.98326993,0.9881069228705867,0.8869973883922704,0.12151486972804748,0.508906834109773,1,1
1,0.9999773,0.9999908460657815,0.9995126477128191,0.0012583575876704842,0.006065143464515898,1,1
0,0.080673285,0.06660822993878456,0.25143712548717845,0.19577933097126884,0.8135479788724432,0,0
1,0.9999243,0.9999661987981663,0.9975684325501619,0.007413768987400715,0.024619224778596488,1,1
1,0.9999851,0.9999942047583649,0.9995222362935376,0.0007860585915319615,0.005959512423966244,1,1
1,0.9974606,0.9984698575455841,0.9834193608923172,0.017113070633139882,0.1217852013557306,1,1
1,0.9900659,0.9932593173973995,0.9314642743601108,0.0730805843701162,0.3604353534041433,1,1
1,0.9999734,0.999989139949406,0.9997270672362046,0.0011591427332716586,0.003625001517702599,1,1
0,0.8314626,0.8496234145775104,0.47062653883504646,0.26070078192042323,0.997509050850344,1,1
0,0.11125493,0.09495668429842426,0.23817410340307008,0.1741984578670162,0.7919906694943847,0,0
0,0.61788756,0.6274819911223375,0.24987020100850327,0.20114802538466284,0.8110723331009492,1,1
0,0.01049712,0.007157549542851485,0.020018328180949438,0.032339694118039705,0.1415434376004251,0,0
0,0.4029551,0.3949441788085195,0.343679433006611,0.17142832369751837,0.9282962255245772,0,0
1,0.999999,0.9999996864048335,0.9999716315558322,7.350587464805969e-05,0.00046944180901922945,1,1
0,0.008839939,0.005936736577178703,0.006970500790333455,0.008466913520033021,0.05996148254695337,0,0
0,0.9957082,0.9972940414613982,0.9675988177446797,0.0688573559566883,0.20629429865185975,1,1
1,0.9999813,0.9999925788045131,0.9994750781902251,0.0014102935064522668,0.006476446530007117,1,1
1,0.9994673,0.9997191757356103,0.9944991850212666,0.009877332220433958,0.04920401245606269,1,1
1,0.99996006,0.9999831113922517,0.9992432342416051,0.0013492903804527415,0.008937414639891967,1,1
1,0.9996733,0.9998347988757615,0.994390548350824,0.008186005228054391,0.0500170437607889,1,1
0,0.5568806,0.5616667451754012,0.37411467600775844,0.23207744603061106,0.9537791365063303,1,1
0,0.0034038478,0.0021035010010905177,0.006121767807175058,0.008763975193942999,0.05381098817060982,0,0
0,0.014474587,0.010156438845818388,0.027224424370680445,0.03051108657241363,0.1802755300333548,0,0
0,0.043411415,0.03371723582161549,0.04964582738846139,0.07201626772201158,0.28489054832041727,0,0
0,0.94647765,0.9575783952904677,0.7300542342461825,0.19909341786378898,0.8413868027133516,1,1
1,0.9999991,0.99999972622572,0.9999835207107557,4.9100153454649955e-05,0.00028561359655514485,1,1
0,0.3426966,0.33034080469982824,0.21759186872147815,0.16924769100774234,0.7557458843860378,0,0
1,0.96712446,0.975130954006896,0.8943137219733446,0.11823703081608286,0.48676575885027795,1,1
1,0.9999952,0.9999982938295757,0.9998600131656608,0.00026225790422701955,0.00199411459520393,1,1
1,0.9898716,0.9931157217427875,0.9337594623038341,0.07823615417961312,0.35173480146899505,1,1
1,0.9592931,0.9685774315022948,0.7985154325004231,0.15741667378518961,0.7248873119570081,1,1
0,0.49685675,0.4965896609305891,0.3076249986202801,0.20660383586774334,0.8904128783108937,1,1
1,0.99998015,0.9999920903572733,0.9989242539380324,0.00655550800549168,0.012158475179087285,1,1
1,0.99996656,0.9999860707547539,0.9983382839713272,0.005188516270057288,0.017738164099142882,1,1
1,0.9025762,0.9179904567199916,0.7532660081209817,0.19806778301052486,0.8060604668030222,1,1
0,0.009879408,0.00670027895006325,0.009462921488984382,0.016621241824193597,0.07721125041877226,0,0
1,0.99893343,0.9994033962171502,0.9926171666123222,0.012448447004082869,0.06289410647745461,1,1
1,0.9283205,0.9415197891207312,0.7713187233180996,0.2072681335344098,0.7757053798507191,1,1
1,0.99999934,0.9999998044543978,0.9999570519637766,0.00010659125942547661,0.000685008824534999,1,1
1,0.99997973,0.9999919097976107,0.9995170465162593,0.0011637360093649342,0.0060167188947472285,1,1
0,0.28290412,0.267148891256146,0.11557173476052933,0.10055631245455565,0.5164965515742466,0,0
0,0.0067401817,0.004420047940592432,0.00830053270899348,0.018781860064992,0.06930339863234734,0,0
1,0.9998887,0.999948654596983,0.9986947726937021,0.0024461572692622254,0.014387829046143864,1,1
1,0.9999864,0.9999947559528104,0.9998414308576199,0.0002997135561838129,0.002230303685677,1,1
0,0.99770206,0.9986272014225803,0.9745619853999447,0.045612658153551595,0.17097036910359834,1,1
1,0.99993247,0.9999701362951359,0.9989411401247843,0.0020103935642408004,0.011991803636516862,1,1
1,0.9999945,0.999998041043718,0.9998972248002369,0.0002371018253287028,0.0015098541292755212,1,1
0,0.010675998,0.007290432974597362,0.015536770094423911,0.022810864763462908,0.11558733469700037,0,0
1,0.9999755,0.9999900614683104,0.9994918553835725,0.0013120281407039468,0.00629327029280032,1,1
0,0.99993706,0.999972331911567,0.9980120930910584,0.0040216956453872086,0.020705629259666413,1,1
0,0.0004491008,0.00023333980424111058,0.0012273427888998593,0.0020954688452451318,0.013638301042677744,0,0
1,0.99997807,0.9999911844535403,0.9984558284462921,0.004753043873337511,0.016646990579582504,1,1
1,0.9990583,0.9994788211180127,0.9829227421970508,0.027091165695985985,0.12469959716102841,1,1
0,0.38782898,0.37866144293904236,0.3963203561611708,0.2499271704385085,0.968757403391604,0,0
0,0.0013907809,0.0007958269982728443,0.002702123342221133,0.004341257363973203,0.026946749034409807,0,0
1,0.99999803,0.9999993559599762,0.9998933740479048,0.0003055064589797016,0.0015607663632019268,1,1
1,0.99896246,0.9994210005315604,0.9849769649989786,0.024739876438608404,0.1124997485654568,1,1
1,0.9999998,0.9999999522440163,0.9999876457481724,2.534568170232698e-05,0.0002192548476927216,1,1
0,0.06575189,0.05318317927057152,0.08774934236787604,0.0735517183861424,0.42891246101068575,0,0
1,0.99998116,0.9999925275046789,0.9991028964507237,0.002182728358003998,0.01037454106279941,1,1
0,0.014602677,0.010254421397392589,0.009692885494731546,0.010753725514216841,0.07875022115926827,0,0
1,0.9965172,0.9978434273456683,0.9634142143923744,0.0615714707463552,0.2264129291601497,1,1
0,0.64056283,0.6517877456919223,0.2827105304481551,0.2120450909624009,0.8591178614701763,1,1
1,0.99999815,0.9999993981984172,0.9998401431186218,0.00029652440701268977,0.0022465504812554543,1,1
1,0.99999696,0.9999989671568253,0.9998543644165504,0.0004861099614333375,0.0020662688420987436,1,1
1,0.99938744,0.999673199506673,0.9937595673877228,0.01225118416223817,0.054680682250534934,1,1
0,0.0056671235,0.003660506119946864,0.01297324316701538,0.01741135786954529,0.09991489949927111,0,0
1,0.99999076,0.9999965499913638,0.9998639385997389,0.00023390297155756164,0.0019437801613321152,1,1
0,0.8328868,0.8510315496279023,0.40549610292602556,0.26908970528726633,0.9740749539207462,1,1
1,0.99999964,0.9999998986934053,0.9999850105370733,3.527115308590579e-05,0.0002618415745953303,1,1
0,0.20188089,0.18371405704844315,0.10501064371862899,0.1269237462467601,0.4846806439004996,0,0
1,0.9891824,0.9926042399987699,0.9342841208024223,0.07206139793550943,0.349728822961474,1,1
1,0.14318912,0.12552984517558946,0.07523694823971293,0.07458099518746872,0.38516977764175797,0,0
1,0.9555296,0.9653801735172898,0.7507605109156923,0.2382077916617473,0.8100705165457126,1,1
0,0.64991057,0.6617752221029829,0.28072924914864883,0.19229303041348528,0.8564425617826024,1,1
1,0.9999998,0.9999999522440163,0.9999800497022313,4.975196258928034e-05,0.0003402705000648213,1,1
1,0.9995267,0.9997529731474825,0.9952808115333411,0.007734710083178681,0.04325858734877127,1,1
1,0.99964845,0.9998211167212924,0.9943517342324766,0.009690677616651178,0.05030678343178789,1,1
1,0.9982753,0.9989947205515308,0.9845356007285482,0.032584321950542915,0.11515390604670664,1,1
0,0.061558913,0.04946709700316402,0.05812764110106508,0.0801712036680496,0.3199670725940382,0,0
0,0.04777873,0.037453618182995654,0.11603606123383542,0.08943926864635661,0.5178582741649603,0,0
0,0.9737239,0.9805341357533197,0.7673037212626659,0.1880676119929732,0.7826819923740914,1,1
1,0.9999917,0.9999969346344406,0.9998798288015089,0.0002395331595304012,0.0017383039733880465,1,1
1,0.9999999,0.9999999692409262,0.9999803315974306,7.751023694901143e-05,0.00033586632662366213,1,1
1,0.99995106,0.9999789445178127,0.9981736923218334,0.005454411340661318,0.019246052707513523,1,1
1,0.99987847,0.999943502492482,0.9957988799429509,0.007763774888925375,0.03921607184335399,1,1
1,0.99266446,0.9951537261251818,0.969109337356013,0.05309388018801385,0.19883900831386203,1,1
0,0.9932917,0.9956026669854979,0.8960608887019051,0.1264718910169762,0.48135933907350037,1,1
1,0.9989714,0.9994264143434751,0.9895193625529096,0.021116874527677337,0.08396288130966886,1,1
1,0.9999997,0.9999999168756875,0.9999841036466373,5.2819687008511254e-05,0.00027633629660169196,1,1
1,0.9999864,0.9999947559528104,0.99961578453919,0.0008921575543000587,0.0049134297877308835,1,1
0,0.8076733,0.8259076611929552,0.48217660037604637,0.23398029800335002,0.9990831935988429,1,1
0,0.16943708,0.15126685045664495,0.19488539032292732,0.15196058619565891,0.7115801740697831,0,0
1,0.999578,0.9997819001798711,0.9958244478166083,0.008456207237049249,0.03901425556252674,1,1
1,0.9995238,0.9997513523082272,0.992777211018651,0.01174197059212967,0.06175990588529243,1,1
0,0.0071746274,0.004730755225970749,0.010309838622846639,0.014966324320931224,0.08284024216371068,0,0
1,0.9998821,0.9999453340953965,0.9973771128041335,0.004953950109976149,0.026269342829981054,1,1
0,0.00086167816,0.00047329100713499125,0.0015388772122445751,0.0024192945541732153,0.016597545657217373,0,0
1,0.99999565,0.9999984758683755,0.9997773297214956,0.0013512952496488183,0.0030228242447908195,1,1
0,0.0024319375,0.0014599497427196899,0.0045238347255415305,0.006641875488837355,0.04174443097344944,0,0
1,0.99712807,0.9982510452016264,0.9772658470002689,0.031190983826770605,0.1565283955483762,1,1
1,0.98849773,0.9920931552116752,0.9111446556470684,0.12114629907972176,0.43263752124132493,1,1
1,0.9999939,0.9999978089858936,0.9997586266474744,0.0007800793191079778,0.0032486359573924354,1,1
1,0.99995375,0.9999801937280766,0.9991318145600541,0.0011994163000678465,0.010081176372598238,1,1
0,0.87000006,0.8872038275843839,0.42540629515577594,0.24579456411751965,0.9838849603498645,1,1
1,0.99997044,0.9999878128881857,0.9993256500485278,0.001508129070745577,0.008076300540807942,1,1
1,0.98570967,0.9899843639433049,0.8675576049237128,0.1435473931610664,0.5640986170661414,1,1
1,0.99997795,0.9999911324591166,0.9995143500271056,0.0009187857406063951,0.006046410231335515,1,1
1,0.99999917,0.9999997459710029,0.9998535014152914,0.0004347394985780065,0.0020772642312157914,1,1
0,0.24765481,0.23048413429826317,0.14702603171971926,0.12060901595987027,0.6023476340920518,0,0
1,0.097791545,0.08235122523742437,0.08330516537158987,0.08699857089867023,0.413719397672905,0,0
0,0.7617991,0.7792596293011302,0.4374112818699218,0.2639758173171061,0.9886672186775634,1,1
1,0.9996937,0.9998459543762749,0.9965588893034786,0.004485061556617243,0.03311422093919777,1,1
